merchant_id,merchant_type,product_category,product_name,date,day_of_week,weekend_flag,promotion_flag,original_price,production_quantity,sold_quantity,surplus_quantity,shelf_life_hours,preparation_time,storage_type,current_time,holding_time_hours,day_pattern,is_holiday_period
BAK003,Bakery,Cookies,White Choc Macadamia,2026-03-16,0,0,0,2.91,55,47,8,319,13,Refrigerated,08:02,3.9,transition,0
BAK003,Bakery,Pastries,Cheese Danish,2026-03-16,0,0,0,4.82,55,46,9,24,2,Refrigerated,07:25,2.0,transition,0
BAK004,Bakery,Pastries,Pain au Chocolat,2026-03-16,0,0,0,4.9,39,31,8,50,3,Refrigerated,07:49,1.4,transition,0
BAK004,Bakery,Cakes,Carrot Cake,2026-03-16,0,0,0,11.42,18,13,5,114,44,Ambient,07:28,2.7,transition,0
BAK004,Bakery,Bread,Sourdough Loaf,2026-03-16,0,0,0,5.44,36,31,5,37,7,Ambient,07:55,3.7,transition,0
BAK004,Bakery,Tarts,Bakewell Tart,2026-03-16,0,0,1,5.99,42,37,5,67,16,Refrigerated,10:27,3.3,transition,0
BAK005,Bakery,Cookies,Snickerdoodle,2026-03-16,0,0,0,3.49,58,51,7,270,12,Ambient,08:59,2.0,transition,0
BAK005,Bakery,Pastries,Apple Turnover,2026-03-16,0,0,0,4.66,15,10,5,64,5,Refrigerated,09:30,3.7,transition,0
BAK005,Bakery,Bread,Baguette,2026-03-16,0,0,0,4.2,57,47,10,92,10,Frozen,08:32,2.6,transition,0
FNB001,Small F&B,Bento Sets,Tempura Bento,2026-03-16,0,0,0,14.74,52,45,7,21,40,Refrigerated,06:33,1.1,transition,0
FNB001,Small F&B,Soup & Sides,Gyoza,2026-03-16,0,0,0,4.34,23,18,5,31,14,Refrigerated,07:25,2.1,transition,0
FNB001,Small F&B,Rice Dishes,Hainanese Chicken Rice,2026-03-16,0,0,0,8.6,60,52,8,10,17,Refrigerated,07:18,1.0,transition,0
FNB002,Small F&B,Rice Dishes,Curry Rice,2026-03-16,0,0,1,10.35,39,34,5,6,19,Refrigerated,08:01,2.2,transition,0
FNB002,Small F&B,Desserts,Mochi Ice Cream,2026-03-16,0,0,0,11.56,44,38,6,63,17,Refrigerated,07:41,2.0,transition,0
FNB002,Small F&B,Soup & Sides,Korokke,2026-03-16,0,0,0,7.78,34,29,5,47,8,Refrigerated,08:31,1.4,transition,0
FNB003,Small F&B,Rice Dishes,Teriyaki Don,2026-03-16,0,0,0,10.45,38,32,6,8,23,Refrigerated,08:55,3.4,transition,0
FNB003,Small F&B,Soup & Sides,Takoyaki,2026-03-16,0,0,1,6.81,58,52,6,14,9,Ambient,07:37,3.7,transition,0
FNB003,Small F&B,Desserts,Red Bean Soup,2026-03-16,0,0,0,11.21,54,47,7,64,15,Refrigerated,09:06,1.9,transition,0
FNB003,Small F&B,Bento Sets,Yakitori Set,2026-03-16,0,0,0,12.41,57,49,8,8,35,Refrigerated,09:37,2.5,transition,0
FNB004,Small F&B,Desserts,Mochi Ice Cream,2026-03-16,0,0,0,7.38,60,52,8,30,15,Refrigerated,08:23,1.2,transition,0
FNB004,Small F&B,Rice Dishes,Fried Rice,2026-03-16,0,0,0,10.7,29,24,5,6,26,Ambient,07:06,1.4,transition,0
FNB004,Small F&B,Soup & Sides,Takoyaki,2026-03-16,0,0,0,4.69,30,25,5,34,12,Frozen,09:40,2.8,transition,0
FNB005,Small F&B,Desserts,Red Bean Soup,2026-03-16,0,0,0,9.89,59,51,8,38,30,Ambient,07:48,2.0,transition,0
FNB005,Small F&B,Rice Dishes,Hainanese Chicken Rice,2026-03-16,0,0,0,14.26,31,25,6,5,23,Frozen,09:49,1.8,transition,0
CAF001,Café,Sandwiches,Turkey Sandwich,2026-03-17,1,0,0,8.85,37,33,4,22,15,Frozen,06:57,3.4,midweek,0
CAF001,Café,Desserts,Chocolate Cake,2026-03-17,1,0,0,7.54,46,42,4,38,24,Ambient,08:16,2.8,midweek,0
CAF002,Café,Desserts,Brownie,2026-03-17,1,0,0,10.85,38,34,4,44,15,Refrigerated,07:11,3.5,midweek,0
CAF002,Café,Pastries,Cinnamon Roll,2026-03-17,1,0,0,4.63,17,14,3,72,2,Ambient,06:10,2.3,midweek,0
CAF003,Café,Pastries,Blueberry Muffin,2026-03-17,1,0,0,5.04,45,40,5,51,5,Frozen,07:05,1.6,midweek,0
CAF003,Café,Sandwiches,Veggie Panini,2026-03-17,1,0,0,8.72,10,8,2,10,15,Refrigerated,07:09,3.6,midweek,0
CAF003,Café,Desserts,Brownie,2026-03-17,1,0,0,9.02,13,11,2,57,15,Ambient,08:28,1.5,midweek,0
CAF004,Café,Sandwiches,Chicken Avocado Wrap,2026-03-17,1,0,0,10.28,23,19,4,13,7,Frozen,08:10,2.4,midweek,0
CAF004,Café,Coffee & Beverages,Latte,2026-03-17,1,0,0,6.07,37,32,5,8,4,Refrigerated,10:50,2.5,midweek,0
CAF005,Café,Salads,Quinoa Power Bowl,2026-03-17,1,0,0,12.76,47,42,5,30,12,Frozen,08:12,3.4,midweek,0
CAF005,Café,Desserts,Carrot Cake,2026-03-17,1,0,0,6.94,35,31,4,62,10,Ambient,10:21,1.7,midweek,0
CAF005,Café,Sandwiches,BLT,2026-03-17,1,0,1,8.05,21,19,2,9,8,Ambient,09:30,2.4,midweek,0
BAK001,Bakery,Pastries,Danish Pastry,2026-03-17,1,0,0,4.3,55,45,10,70,0,Refrigerated,08:06,2.2,midweek,0
BAK001,Bakery,Tarts,Lemon Tart,2026-03-17,1,0,0,5.5,32,24,8,62,17,Frozen,08:53,3.1,midweek,0
BAK002,Bakery,Pastries,Apple Turnover,2026-03-17,1,0,0,4.6,45,38,7,30,2,Refrigerated,08:16,3.4,midweek,0
BAK002,Bakery,Bread,Sourdough Loaf,2026-03-17,1,0,0,4.11,63,54,9,77,2,Ambient,07:24,2.1,midweek,0
BAK002,Bakery,Cookies,Oatmeal Raisin,2026-03-17,1,0,0,3.53,37,30,7,294,13,Refrigerated,08:08,1.4,midweek,0
BAK003,Bakery,Tarts,Lemon Tart,2026-03-17,1,0,0,5.85,68,58,10,42,11,Ambient,06:55,2.4,midweek,0
BAK003,Bakery,Pastries,Pain au Chocolat,2026-03-17,1,0,1,5.08,23,18,5,54,5,Frozen,07:55,3.9,midweek,0
BAK003,Bakery,Cookies,Double Chocolate,2026-03-17,1,0,0,2.62,42,35,7,268,13,Ambient,10:43,3.8,midweek,0
BAK003,Bakery,Bread,Whole Wheat Loaf,2026-03-17,1,0,1,6.36,40,34,6,82,1,Refrigerated,10:48,1.6,midweek,0
BAK004,Bakery,Pastries,Cheese Danish,2026-03-17,1,0,0,4.21,20,16,4,65,2,Refrigerated,08:32,3.5,midweek,0
BAK004,Bakery,Bread,Focaccia,2026-03-17,1,0,1,7.58,36,31,5,53,8,Ambient,06:21,3.8,midweek,0
BAK004,Bakery,Cookies,Oatmeal Raisin,2026-03-17,1,0,0,2.93,73,62,11,251,9,Ambient,06:18,2.8,midweek,0
BAK004,Bakery,Tarts,Pecan Tart,2026-03-17,1,0,0,6.46,62,52,10,56,22,Refrigerated,09:23,2.8,midweek,0
BAK005,Bakery,Tarts,Pecan Tart,2026-03-17,1,0,0,7.51,42,34,8,57,17,Frozen,08:22,2.1,midweek,0
BAK005,Bakery,Pastries,Pain au Chocolat,2026-03-17,1,0,0,4.62,58,49,9,47,0,Refrigerated,06:47,2.5,midweek,0
BAK005,Bakery,Cakes,Coffee Cake,2026-03-17,1,0,0,7.43,39,32,7,60,35,Refrigerated,09:50,1.7,midweek,0
FNB001,Small F&B,Rice Dishes,Teriyaki Don,2026-03-17,1,0,0,8.77,43,35,8,8,15,Refrigerated,06:05,1.9,midweek,0
FNB001,Small F&B,Bento Sets,Tempura Bento,2026-03-17,1,0,0,19.91,33,27,6,19,25,Ambient,10:51,3.9,midweek,0
FNB001,Small F&B,Desserts,Mochi Ice Cream,2026-03-17,1,0,0,11.94,37,31,6,38,17,Refrigerated,06:06,1.9,midweek,0
FNB001,Small F&B,Soup & Sides,Edamame,2026-03-17,1,0,0,4.42,24,20,4,19,14,Refrigerated,09:18,1.9,midweek,0
FNB002,Small F&B,Rice Dishes,Bibimbap,2026-03-17,1,0,1,8.52,20,17,3,9,28,Frozen,09:51,3.4,midweek,0
FNB002,Small F&B,Bento Sets,Yakitori Set,2026-03-17,1,0,0,19.98,43,38,5,19,27,Ambient,07:16,1.3,midweek,0
FNB002,Small F&B,Desserts,Dorayaki,2026-03-17,1,0,0,10.84,53,46,7,30,11,Refrigerated,07:20,3.2,midweek,0
FNB003,Small F&B,Noodle Dishes,Beef Noodles,2026-03-17,1,0,0,12.08,38,32,6,4,21,Refrigerated,08:31,2.0,midweek,0
FNB003,Small F&B,Bento Sets,Sushi Set,2026-03-17,1,0,0,19.44,51,44,7,17,25,Refrigerated,07:07,1.9,midweek,0
FNB004,Small F&B,Desserts,Mochi Ice Cream,2026-03-17,1,0,0,8.86,26,22,4,29,12,Frozen,07:46,1.8,midweek,0
FNB004,Small F&B,Rice Dishes,Bibimbap,2026-03-17,1,0,0,10.18,43,37,6,11,21,Frozen,06:43,3.8,midweek,0
FNB004,Small F&B,Noodle Dishes,Beef Noodles,2026-03-17,1,0,0,15.27,36,30,6,4,23,Frozen,08:20,1.9,midweek,0
FNB004,Small F&B,Soup & Sides,Korokke,2026-03-17,1,0,0,5.41,20,17,3,19,15,Ambient,10:05,3.8,midweek,0
FNB005,Small F&B,Rice Dishes,Teriyaki Don,2026-03-17,1,0,0,12.55,22,17,5,11,21,Refrigerated,08:54,1.3,midweek,0
FNB005,Small F&B,Soup & Sides,Miso Soup,2026-03-17,1,0,0,5.82,21,17,4,42,14,Frozen,07:53,2.3,midweek,0
FNB005,Small F&B,Desserts,Mochi Ice Cream,2026-03-17,1,0,0,9.99,40,35,5,49,11,Ambient,09:55,2.3,midweek,0
CAF001,Café,Coffee & Beverages,Americano,2026-03-18,2,0,0,5.22,21,18,3,4,2,Refrigerated,07:30,2.0,midweek,0
CAF001,Café,Desserts,Carrot Cake,2026-03-18,2,0,0,6.87,43,38,5,27,30,Ambient,08:56,1.9,midweek,0
CAF001,Café,Pastries,Cinnamon Roll,2026-03-18,2,0,0,7.18,26,23,3,62,2,Ambient,06:44,2.0,midweek,0
CAF002,Café,Salads,Caesar Salad,2026-03-18,2,0,0,13.23,41,37,4,24,20,Ambient,10:06,3.8,midweek,0
CAF002,Café,Desserts,Chocolate Cake,2026-03-18,2,0,0,6.06,12,9,3,42,13,Refrigerated,06:56,1.6,midweek,0
CAF002,Café,Pastries,Croissant,2026-03-18,2,0,0,7.23,28,25,3,39,5,Refrigerated,06:43,1.0,midweek,0
CAF002,Café,Coffee & Beverages,Cappuccino,2026-03-18,2,0,0,6.74,44,39,5,6,5,Frozen,09:03,1.3,midweek,0
CAF003,Café,Sandwiches,Veggie Panini,2026-03-18,2,0,0,10.17,27,24,3,21,8,Refrigerated,07:44,1.7,midweek,0
CAF003,Café,Coffee & Beverages,Cold Brew,2026-03-18,2,0,0,6.14,37,33,4,4,5,Refrigerated,08:23,1.5,midweek,0
CAF004,Café,Salads,Caesar Salad,2026-03-18,2,0,0,10.27,10,8,2,13,9,Ambient,10:07,2.6,midweek,0
CAF004,Café,Sandwiches,Tuna Melt,2026-03-18,2,0,0,8.34,11,10,1,24,5,Refrigerated,07:50,3.0,midweek,0
CAF005,Café,Desserts,Tiramisu,2026-03-18,2,0,0,9.18,38,34,4,56,11,Refrigerated,07:13,3.2,midweek,0
CAF005,Café,Pastries,Almond Croissant,2026-03-18,2,0,0,4.65,37,33,4,62,2,Ambient,09:02,3.4,midweek,0
CAF005,Café,Sandwiches,Tuna Melt,2026-03-18,2,0,0,7.89,41,37,4,6,13,Frozen,10:47,3.2,midweek,0
BAK001,Bakery,Bread,Whole Wheat Loaf,2026-03-18,2,0,0,8.8,30,24,6,41,8,Refrigerated,06:52,3.6,midweek,0
BAK001,Bakery,Tarts,Lemon Tart,2026-03-18,2,0,0,5.82,77,64,13,68,16,Refrigerated,08:22,3.8,midweek,0
BAK002,Bakery,Cookies,Double Chocolate,2026-03-18,2,0,0,2.73,50,42,8,294,8,Refrigerated,06:20,3.0,midweek,0
BAK002,Bakery,Bread,Baguette,2026-03-18,2,0,0,4.9,27,21,6,43,0,Refrigerated,08:11,1.1,midweek,0
BAK003,Bakery,Bread,Focaccia,2026-03-18,2,0,0,6.28,51,44,7,66,9,Ambient,06:54,3.4,midweek,0
BAK003,Bakery,Cakes,Victoria Sponge,2026-03-18,2,0,0,13.91,61,50,11,118,30,Frozen,08:51,3.9,midweek,0
BAK003,Bakery,Cookies,Oatmeal Raisin,2026-03-18,2,0,0,3.72,73,62,11,224,13,Refrigerated,09:06,2.3,midweek,0
BAK004,Bakery,Tarts,Fruit Tart,2026-03-18,2,0,0,5.46,28,22,6,28,17,Frozen,08:03,1.3,midweek,0
BAK004,Bakery,Pastries,Pain au Chocolat,2026-03-18,2,0,0,4.21,48,40,8,57,2,Refrigerated,09:56,1.3,midweek,0
BAK005,Bakery,Pastries,Danish Pastry,2026-03-18,2,0,0,7.13,76,63,13,44,5,Refrigerated,09:30,1.2,midweek,0
BAK005,Bakery,Tarts,Bakewell Tart,2026-03-18,2,0,0,5.72,28,21,7,57,21,Ambient,08:28,3.9,midweek,0
FNB001,Small F&B,Noodle Dishes,Beef Noodles,2026-03-18,2,0,0,14.71,55,48,7,4,10,Refrigerated,08:51,2.8,midweek,0
FNB001,Small F&B,Rice Dishes,Bibimbap,2026-03-18,2,0,0,9.62,48,41,7,12,22,Refrigerated,08:12,2.3,midweek,0
FNB002,Small F&B,Noodle Dishes,Wanton Noodles,2026-03-18,2,0,0,12.12,36,30,6,8,21,Refrigerated,07:01,2.3,midweek,0
FNB002,Small F&B,Rice Dishes,Hainanese Chicken Rice,2026-03-18,2,0,0,10.25,34,29,5,12,19,Refrigerated,09:58,1.8,midweek,0
FNB002,Small F&B,Soup & Sides,Korokke,2026-03-18,2,0,0,4.11,55,48,7,26,13,Refrigerated,10:03,3.4,midweek,0
FNB002,Small F&B,Bento Sets,Katsu Don,2026-03-18,2,0,0,15.94,57,48,9,16,36,Refrigerated,08:22,1.7,midweek,0
FNB003,Small F&B,Rice Dishes,Teriyaki Don,2026-03-18,2,0,0,13.2,48,41,7,10,30,Refrigerated,06:56,3.0,midweek,0
FNB003,Small F&B,Bento Sets,Tempura Bento,2026-03-18,2,0,0,12.72,56,48,8,19,22,Ambient,10:37,2.0,midweek,0
FNB003,Small F&B,Desserts,Dorayaki,2026-03-18,2,0,0,8.94,27,22,5,27,17,Ambient,08:39,1.2,midweek,0
FNB004,Small F&B,Soup & Sides,Miso Soup,2026-03-18,2,0,0,5.66,54,47,7,12,9,Frozen,10:23,2.6,midweek,0
FNB004,Small F&B,Noodle Dishes,Laksa,2026-03-18,2,0,0,11.74,37,31,6,6,19,Refrigerated,08:17,3.8,midweek,0
FNB005,Small F&B,Rice Dishes,Teriyaki Don,2026-03-18,2,0,1,12.03,58,52,6,7,27,Refrigerated,09:28,2.9,midweek,0
FNB005,Small F&B,Soup & Sides,Takoyaki,2026-03-18,2,0,0,7.95,22,18,4,13,8,Refrigerated,07:44,2.0,midweek,0
FNB005,Small F&B,Noodle Dishes,Miso Ramen,2026-03-18,2,0,0,13.23,46,41,5,8,18,Frozen,07:20,3.9,midweek,0
CAF001,Café,Desserts,Chocolate Cake,2026-03-19,3,0,1,7.77,21,18,3,27,30,Refrigerated,07:05,3.9,midweek,0
CAF001,Café,Coffee & Beverages,Americano,2026-03-19,3,0,1,5.97,27,25,2,4,2,Refrigerated,09:41,2.5,midweek,0
CAF001,Café,Sandwiches,Chicken Avocado Wrap,2026-03-19,3,0,1,7.18,11,10,1,8,9,Frozen,09:22,3.2,midweek,0
CAF001,Café,Pastries,Cinnamon Roll,2026-03-19,3,0,0,3.58,14,13,1,41,3,Refrigerated,07:33,1.8,midweek,0
CAF002,Café,Coffee & Beverages,Matcha Latte,2026-03-19,3,0,0,5.39,32,28,4,8,3,Refrigerated,07:34,3.4,midweek,0
CAF002,Café,Desserts,Tiramisu,2026-03-19,3,0,0,7.69,45,39,6,42,22,Ambient,08:20,2.3,midweek,0
CAF002,Café,Pastries,Banana Bread,2026-03-19,3,0,0,3.66,40,35,5,29,4,Refrigerated,06:42,3.7,midweek,0
CAF003,Café,Sandwiches,BLT,2026-03-19,3,0,0,10.38,33,29,4,15,8,Refrigerated,06:01,2.3,midweek,0
CAF003,Café,Coffee & Beverages,Matcha Latte,2026-03-19,3,0,0,5.4,50,45,5,7,5,Ambient,09:52,3.3,midweek,0
CAF004,Café,Pastries,Croissant,2026-03-19,3,0,0,5.84,35,32,3,43,3,Ambient,06:32,1.8,midweek,0
CAF004,Café,Desserts,Carrot Cake,2026-03-19,3,0,0,7.7,42,37,5,40,19,Refrigerated,06:42,2.6,midweek,0
CAF004,Café,Sandwiches,Turkey Sandwich,2026-03-19,3,0,0,11.33,25,21,4,14,15,Refrigerated,08:49,2.5,midweek,0
CAF004,Café,Coffee & Beverages,Latte,2026-03-19,3,0,0,7.23,39,35,4,8,2,Refrigerated,09:17,3.7,midweek,0
CAF005,Café,Sandwiches,Tuna Melt,2026-03-19,3,0,0,8.7,44,39,5,24,7,Refrigerated,08:18,2.7,midweek,0
CAF005,Café,Coffee & Beverages,Cold Brew,2026-03-19,3,0,0,4.56,40,35,5,7,5,Refrigerated,09:54,2.7,midweek,0
CAF005,Café,Salads,Caesar Salad,2026-03-19,3,0,0,10.61,27,23,4,48,9,Refrigerated,09:29,1.4,midweek,0
CAF005,Café,Pastries,Cinnamon Roll,2026-03-19,3,0,0,4.73,37,33,4,68,3,Refrigerated,09:44,2.8,midweek,0
BAK001,Bakery,Pastries,Danish Pastry,2026-03-19,3,0,0,4.87,41,32,9,61,3,Refrigerated,09:54,1.0,midweek,0
BAK001,Bakery,Cookies,White Choc Macadamia,2026-03-19,3,0,1,3.3,29,24,5,335,11,Refrigerated,09:13,3.4,midweek,0
BAK001,Bakery,Tarts,Chocolate Tart,2026-03-19,3,0,0,6.44,53,46,7,54,25,Refrigerated,10:07,1.8,midweek,0
BAK002,Bakery,Bread,Sourdough Loaf,2026-03-19,3,0,0,7.49,61,51,10,60,0,Ambient,08:50,2.9,midweek,0
BAK002,Bakery,Pastries,Cheese Danish,2026-03-19,3,0,0,6.75,31,25,6,37,3,Frozen,07:58,1.8,midweek,0
BAK002,Bakery,Cookies,Double Chocolate,2026-03-19,3,0,0,4.33,75,65,10,272,8,Frozen,07:21,3.1,midweek,0
BAK003,Bakery,Bread,Sourdough Loaf,2026-03-19,3,0,0,7.43,35,28,7,40,8,Refrigerated,08:44,3.3,midweek,0
BAK003,Bakery,Cakes,Coffee Cake,2026-03-19,3,0,1,14.05,78,68,10,82,41,Refrigerated,10:10,3.2,midweek,0
BAK003,Bakery,Tarts,Chocolate Tart,2026-03-19,3,0,0,4.59,67,57,10,58,10,Frozen,09:11,3.3,midweek,0
BAK004,Bakery,Tarts,Bakewell Tart,2026-03-19,3,0,0,8.35,51,42,9,27,25,Refrigerated,08:25,3.4,midweek,0
BAK004,Bakery,Pastries,Cheese Danish,2026-03-19,3,0,0,6.98,74,62,12,41,3,Ambient,06:18,2.7,midweek,0
BAK004,Bakery,Cakes,Carrot Cake,2026-03-19,3,0,0,14.56,69,57,12,108,40,Ambient,07:38,1.5,midweek,0
BAK005,Bakery,Cakes,Coffee Cake,2026-03-19,3,0,0,10.81,22,17,5,74,16,Refrigerated,08:02,1.1,midweek,0
BAK005,Bakery,Cookies,Double Chocolate,2026-03-19,3,0,0,4.56,17,14,3,290,9,Frozen,07:53,4.0,midweek,0
FNB001,Small F&B,Desserts,Red Bean Soup,2026-03-19,3,0,0,6.02,44,38,6,63,29,Refrigerated,06:41,3.1,midweek,0
FNB001,Small F&B,Bento Sets,Katsu Don,2026-03-19,3,0,0,12.32,24,20,4,23,34,Refrigerated,10:57,1.3,midweek,0
FNB001,Small F&B,Rice Dishes,Curry Rice,2026-03-19,3,0,0,8.67,25,21,4,7,22,Ambient,08:57,3.2,midweek,0
FNB002,Small F&B,Soup & Sides,Korokke,2026-03-19,3,0,0,5.02,33,27,6,24,13,Frozen,08:46,2.4,midweek,0
FNB002,Small F&B,Desserts,Taiyaki,2026-03-19,3,0,0,11.32,53,46,7,54,25,Refrigerated,07:40,2.6,midweek,0
FNB002,Small F&B,Bento Sets,Tempura Bento,2026-03-19,3,0,0,12.08,31,26,5,10,22,Refrigerated,10:36,1.6,midweek,0
FNB003,Small F&B,Bento Sets,Tempura Bento,2026-03-19,3,0,0,13.26,48,41,7,15,36,Ambient,07:29,1.4,midweek,0
FNB003,Small F&B,Desserts,Matcha Parfait,2026-03-19,3,0,0,9.54,35,29,6,57,28,Frozen,09:55,2.8,midweek,0
FNB004,Small F&B,Soup & Sides,Takoyaki,2026-03-19,3,0,0,5.92,51,45,6,17,5,Refrigerated,07:28,2.1,midweek,0
FNB004,Small F&B,Noodle Dishes,Miso Ramen,2026-03-19,3,0,0,11.64,59,52,7,6,19,Refrigerated,06:20,2.5,midweek,0
FNB004,Small F&B,Bento Sets,Tempura Bento,2026-03-19,3,0,0,12.15,21,17,4,6,34,Refrigerated,09:36,1.2,midweek,0
FNB005,Small F&B,Noodle Dishes,Laksa,2026-03-19,3,0,0,15.92,31,27,4,5,19,Refrigerated,08:14,3.4,midweek,0
FNB005,Small F&B,Soup & Sides,Edamame,2026-03-19,3,0,0,5.48,24,20,4,19,10,Ambient,08:23,2.2,midweek,0
CAF001,Café,Pastries,Croissant,2026-03-20,4,0,0,6.28,14,13,1,41,4,Refrigerated,07:57,3.9,transition,0
CAF001,Café,Salads,Quinoa Power Bowl,2026-03-20,4,0,0,13.99,10,9,1,40,11,Ambient,08:15,3.5,transition,0
CAF002,Café,Coffee & Beverages,Cappuccino,2026-03-20,4,0,0,6.81,28,24,4,4,3,Refrigerated,10:10,3.8,transition,0
CAF002,Café,Desserts,Tiramisu,2026-03-20,4,0,0,8.5,23,20,3,68,28,Refrigerated,08:25,1.2,transition,0
CAF003,Café,Sandwiches,Veggie Panini,2026-03-20,4,0,0,9.71,12,9,3,8,6,Frozen,09:45,3.6,transition,0
CAF003,Café,Pastries,Blueberry Muffin,2026-03-20,4,0,0,4.86,15,12,3,28,5,Refrigerated,06:20,2.8,transition,0
CAF004,Café,Salads,Quinoa Power Bowl,2026-03-20,4,0,0,12.0,22,19,3,29,20,Refrigerated,10:48,2.5,transition,0
CAF004,Café,Coffee & Beverages,Cappuccino,2026-03-20,4,0,0,7.47,26,23,3,6,5,Frozen,06:30,2.0,transition,0
CAF004,Café,Desserts,Chocolate Cake,2026-03-20,4,0,0,8.4,26,23,3,40,26,Refrigerated,08:07,3.3,transition,0
CAF004,Café,Pastries,Blueberry Muffin,2026-03-20,4,0,0,7.02,43,39,4,30,0,Refrigerated,07:35,3.5,transition,0
CAF005,Café,Coffee & Beverages,Americano,2026-03-20,4,0,1,5.74,41,37,4,7,5,Ambient,09:20,3.7,transition,0
CAF005,Café,Desserts,Tiramisu,2026-03-20,4,0,0,11.41,27,23,4,40,14,Refrigerated,09:31,3.4,transition,0
CAF005,Café,Sandwiches,Veggie Panini,2026-03-20,4,0,0,11.24,14,11,3,20,15,Ambient,08:26,3.9,transition,0
CAF005,Café,Pastries,Blueberry Muffin,2026-03-20,4,0,1,7.01,38,35,3,28,3,Ambient,09:42,2.5,transition,0
BAK001,Bakery,Cookies,Snickerdoodle,2026-03-20,4,0,1,2.7,16,12,4,235,8,Refrigerated,08:36,2.4,transition,0
BAK001,Bakery,Tarts,Chocolate Tart,2026-03-20,4,0,0,6.07,28,23,5,31,24,Refrigerated,09:20,1.1,transition,0
BAK002,Bakery,Cookies,Chocolate Chip,2026-03-20,4,0,1,4.28,15,11,4,289,13,Refrigerated,07:32,1.9,transition,0
BAK002,Bakery,Cakes,Victoria Sponge,2026-03-20,4,0,0,11.24,69,59,10,53,28,Refrigerated,08:08,3.1,transition,0
BAK003,Bakery,Tarts,Pecan Tart,2026-03-20,4,0,0,6.84,30,23,7,64,14,Ambient,06:10,2.4,transition,0
BAK003,Bakery,Pastries,Cheese Danish,2026-03-20,4,0,0,5.64,40,32,8,41,5,Frozen,06:33,3.0,transition,0
BAK004,Bakery,Cakes,Lemon Drizzle,2026-03-20,4,0,0,12.5,65,53,12,117,15,Frozen,06:42,3.3,transition,0
BAK004,Bakery,Tarts,Lemon Tart,2026-03-20,4,0,0,4.74,42,33,9,59,11,Refrigerated,06:31,3.5,transition,0
BAK005,Bakery,Pastries,Cheese Danish,2026-03-20,4,0,1,6.37,73,65,8,45,4,Frozen,07:56,2.9,transition,0
BAK005,Bakery,Bread,Ciabatta,2026-03-20,4,0,0,7.77,70,58,12,75,5,Ambient,08:25,3.8,transition,0
BAK005,Bakery,Cakes,Victoria Sponge,2026-03-20,4,0,0,8.06,61,50,11,113,30,Frozen,07:09,3.4,transition,0
FNB001,Small F&B,Bento Sets,Teriyaki Bento,2026-03-20,4,0,1,15.1,37,33,4,20,26,Refrigerated,09:57,2.9,transition,0
FNB001,Small F&B,Rice Dishes,Bibimbap,2026-03-20,4,0,0,14.4,60,53,7,4,16,Frozen,08:27,2.2,transition,0
FNB001,Small F&B,Desserts,Dorayaki,2026-03-20,4,0,0,11.11,56,48,8,24,18,Ambient,08:14,3.1,transition,0
FNB002,Small F&B,Rice Dishes,Fried Rice,2026-03-20,4,0,0,9.93,35,29,6,4,24,Refrigerated,07:56,2.8,transition,0
FNB002,Small F&B,Soup & Sides,Gyoza,2026-03-20,4,0,1,6.99,35,30,5,20,12,Refrigerated,08:36,1.1,transition,0
FNB002,Small F&B,Desserts,Taiyaki,2026-03-20,4,0,1,6.68,32,28,4,27,20,Frozen,10:50,1.1,transition,0
FNB003,Small F&B,Bento Sets,Yakitori Set,2026-03-20,4,0,0,13.68,54,48,6,15,25,Ambient,08:01,2.1,transition,0
FNB003,Small F&B,Soup & Sides,Miso Soup,2026-03-20,4,0,0,5.78,42,36,6,35,7,Ambient,10:23,1.2,transition,0
FNB003,Small F&B,Noodle Dishes,Laksa,2026-03-20,4,0,0,10.32,30,26,4,11,25,Ambient,08:49,2.0,transition,0
FNB003,Small F&B,Desserts,Red Bean Soup,2026-03-20,4,0,0,10.48,27,23,4,29,26,Refrigerated,06:47,1.3,transition,0
FNB004,Small F&B,Rice Dishes,Curry Rice,2026-03-20,4,0,1,13.14,43,38,5,7,21,Refrigerated,09:09,2.4,transition,0
FNB004,Small F&B,Soup & Sides,Takoyaki,2026-03-20,4,0,0,6.25,57,50,7,41,14,Ambient,07:36,3.8,transition,0
FNB004,Small F&B,Noodle Dishes,Wanton Noodles,2026-03-20,4,0,0,13.22,44,38,6,7,23,Refrigerated,09:28,1.2,transition,0
FNB004,Small F&B,Desserts,Mochi Ice Cream,2026-03-20,4,0,0,7.22,33,27,6,29,14,Ambient,08:34,4.0,transition,0
FNB005,Small F&B,Soup & Sides,Takoyaki,2026-03-20,4,0,0,5.19,47,41,6,17,15,Refrigerated,07:47,3.9,transition,0
FNB005,Small F&B,Bento Sets,Katsu Don,2026-03-20,4,0,0,14.98,46,40,6,7,37,Ambient,08:06,3.7,transition,0
FNB005,Small F&B,Rice Dishes,Hainanese Chicken Rice,2026-03-20,4,0,0,11.74,59,51,8,10,22,Refrigerated,07:43,3.3,transition,0
CAF001,Café,Pastries,Almond Croissant,2026-03-21,5,1,0,6.27,43,38,5,66,4,Ambient,07:49,1.4,saturday,0
CAF001,Café,Desserts,Cheesecake,2026-03-21,5,1,1,8.97,26,23,3,39,27,Refrigerated,10:59,2.1,saturday,0
